分类,状态量,状态描述,诊断分析,检修决策,报告名称
开关设备,nan,故障,[],"('需停电处理', 'B类修检', [])",106-山西-红外热像检测发现110kV七山Ⅱ回线132-1隔离开关触头过热故障
开关设备,nan,故障,[],"('需停电处理', 'B类修检', [])",107-山西-红外热成像诊断发现10kV市委II回线55号杆断路器引线接头发热
开关设备,气室,气室故障,"['试验、检修、厂家共同查看168-10气室压力为0.04Mpa,对漏气部位从新检测无漏气', '并对该气室拍下了图片']","('需停电处理', 'B类修检', ['同时把好检测关', '检修、厂家人员共同对168-10气室拆解', '确定膨胀绝缘子破裂导致接地刀闸气室漏气以上缺陷数据证实GIS带电检测即红外成像检漏工作对设备缺陷能及时发现并能定位', '提升了带电检测的效率加强GIS带电检测的力度', '做到早发现早处理把缺陷消除在萌芽状态。对2008投用的平高GIS设备要求运行人员履行工作职责对压力装置等保存历史巡视数据以便对比'])",108-山西-SF6红外成像检漏220kV翠微站110kV翠永线168-1 GIS 隔离开关气室漏气
开关设备,触指,触指故障,"['确认刀闸A相热点处集中在从下往上第一根触指处', '红外及可见光图谱如图3、刀闸B相热点集中在从下往上第二根触指处', '为注意状态对317-4隔离开关触指进行检查', '发现A、B相刀闸触指均有烧痕', '且触指有明显的松动对刀闸触指进行解体后', '发现触指弹簧已经锈蚀', '弹力明显下降对317-4隔离开关的触指弹簧整体进行更换', '同时对触指进行清洗打磨']","('需停电处理', 'B类修检', ['检修前的红外诊断', '能够给予检修有效指导', '提高检修质量和效率'])",109-山西-红外热像检测发现35kV 2号电容器317-4隔离开关发热
开关设备,断路器,断路器故障,"['初步诊断为断路器内部存在机械振动缺陷跟踪测试过程中经分合闸操作后异常信号消失A相连续图谱B相连续图谱C相连续图谱由图1连续图谱可知', '100Hz相关性0.3mV7540断路器A相测试图谱', '100Hz相关性大于50Hz相关性对该断路器两端分别进行测试', '断路器灭弧气室机构侧测试信号幅值及相关性均比较大', '再次对该断路器进行检测和诊断', '因为罐式断路器全封闭金属结构', '可推知故障源距离红色波形传感器较近该断路器内部可能的放电形式如表1所示将检测图谱与典型图谱进行比较', '该断路器为机械振动引起局部放电根据现场测试及分析判断', '国网新疆电力公司检修公司750kV某变电站750kV罐式断路器']","('需停电处理', 'A类修检', ['反复定位检测', '与超声波检测结论一致对新投设备应严格按照要求开展带电检测', '根据检测结果判断故障发展趋势并制定相应检修策略'])",11-新疆-超声波和超高频联合检测发现750kV罐式断路器局部放电缺陷
开关设备,绝缘子,放电均压环螺栓松,"['特高频局部放电在线监测发现GIS放电信号为33号耦合传感器监测到的特高频局放信号', 'GIS局部放电在线监测装置系统如图2查阅该盆式绝缘子2012年2月23日的带电测试数据', '其附近的盆式绝缘子也没有发现典型的局部放电特征2012年11月24日', '33号传感器安装位置位于220kV城堡线286A相出线管母竖向盆式绝缘子处图3为220kV大堡头站220kVGIS设备区局部放电在线监测装置安装位置图', '为耦合传感器实际安装位置33号传感器安装在220kV城堡线286A相出线管母竖向盆式绝缘子处']","('需停电处理', 'C类修检', ['这是因为盆式绝缘子上固定耦合传感器所用的屏蔽带由于常年的风吹日晒', '出现了固定松弛的现象', '耦合传感器可以很容易的检测到并误报出局部放电信号。从本次局部放电案例可以看出', '应到现场进行全面的检查后方可下结论', '监测装置的检测系统和通讯系统也未发现异常', '在回装传感器时发现盆式绝缘子上固定传感器所用的屏蔽带由于常年的风吹日晒', '耦合传感器可以很容易的检测到并误报出局部放电信号', '对存在松弛现象的屏蔽带进行更换后', '缺陷得到消除仅能检测到一些由于外界噪声、电磁等引起的干扰信号', '由此排除了由于GIS内部放电引起的局部放电现象试验人员协同厂家工程师对在线监测装置的检测系统和通讯系统进行了细致的检查', '最后将拆下的耦合传感器重新进行安装过程中', '发现固定传感器所用的屏蔽带已经丧失弹性', '加大紧固力度后'])",110-山西-特高频局部放电在线监测发现GIS放电信号
开关设备,绝缘子,绝缘子故障,['红外检漏发现110kV断路器盆式绝缘子气体泄漏'],"('需停电处理', 'B类修检', ['据上述处理分析', '表明由于GIS设备在安装时注胶不到位', '导致雨水沿螺栓浸入盆式绝缘子形成积水对全部GIS盆式绝缘子进行注胶检查处理', '应用新型的带电检测仪器对发生气压降低的气室进行仔细检测', '发现漏气现象后立即处理'])",111-山西-红外检漏发现220kV平顺站平西线161断路器与母线侧电流互感器气室之间A相竖向盆式绝缘子漏气
开关设备,断路器,断路器故障,"['判断为断路器B相气管与极柱连接处密封不严造成的漏气检修人员对该断路器B相气管与极柱连接处进行了解体检查', '该设备为江苏如高高压开关有限公司2006年06月生产的断路器', '运行人员在巡检时发现193断路器气压明显低于额定气压', '为0.57MPa,检修人员到现场后采用传统的手持式SF6检漏仪对断路器进行了全面检查']","('需停电处理', 'A类修检', ['根据上述处理过程分析', '表明1、断路器的密封元器件的质量及安装工艺是影响其性能的一项重要指标；采用先进的带电检测手段可以直观的发现许多潜在的隐患交接时对重要的技术指标应进行复查', '加强对断路器设备的技术管理工作', '加强对运行和检修人员的技术培训工作', '使之熟悉掌握所管辖范围内高压开关设备的性能和检修的技术要求。加强新型试验手段的应用', '对出现气压降低的设备采用红外检漏技术仔细排查所有可能漏气的部位', '尽快进行消缺处理'])",112-山西-红外成像检漏110kV沁郭线193断路器连接处漏气
开关设备,断路器,断路器故障,"['检测人员发现110kV长中Ⅰ线131断路器微水含量为482μL/L', 'H2S和SO2有害气体含量分别为70.5μL/L和100μL/L随后的两个月又对其进行了两次SF6气体成分带电测试该断路器历次微水和成份试验数据见表1表1该断路器历次微水和成分试验数据根据《输变电设备状态检修试验规程》和《电力设备带电检测技术规范》号）对断路器内SF6气体水分和成分的要求', '该断路器微水含量已超过标准值300μL/L', '态7月30日故障断路器在西安高压开关厂成品三车间对三相逐一解体']","('需停电处理', 'A类修检', ['后经停电返厂检修发现有害气体超标是由于断路器绝缘杆和动触头拉杆连接轴销与轴孔存有间隙', '继续开展SF6电气设备的气体成分带电检测工作', '特别加强该型号', '同批次SF6断路器的SF6气体成分带电检测工作', '检测到异常情况', '缩短检测周期', '有必要时进行停电大修或返厂检修供电基层检修试验单位使用的SF6气体成分综合分析测试仪', '只能检测SO2和H2S两种气体成分', '影响了对运行中的SF6电气设备运行状态的准确评估。所以', '检测成分多样', '不断提高带电检测方法技能'])",113-山西-SF6气体成分检测发现断路器内部局部放电
开关设备,nan,故障,[],"('需停电处理', 'B类修检', [])",114-山西-SF6红外检漏发现220kV东鸣站东长II线隔离开关与母线气室之间B相、C相竖向盆式绝缘子漏气
开关设备,nan,故障,[],"('需停电处理', 'B类修检', [])",115-北京-特高频与超声波法发现220kVGIS母线仓内部放电缺陷
开关设备,nan,故障,"['在对由北京北开电气股份有限公司生产的ZFW21-126型GIS设备电流互感器外壳焊缝进行超声波抽查检测时', '发现3个间隔互感器壳体焊缝存在超标缺陷', '后对其余4个间隔进行扩大检查', '发现其余基建工程8个间隔互感器GIS壳体焊缝亦不合格后对这些缺陷进行DR验证', '发现缺陷均为危险性的未融合缺陷3.4因成像板、被拍摄物体、射线源之间存在一定的距离', '导致成像与物体的实际大小有所不同', '，需建立数学模型', '，进行修正计算', '，']","('需停电处理', 'B类修检', ['数字X射线成像技术发现GIS焊缝未熔合缺陷。将拍摄得到的照片在系统提供的软件中对缺陷长度和插入深度等进行测量GIS焊缝缺陷按JB4730-2005《承压设备无损检测》进行判定3.1．由于DR技术检测焊缝效率低', 'GIS焊缝应先以超声波检测', '选择好拍摄角度尤其重要或在筒体内部未安装金属部件时拍摄为宜。3.3GIS焊缝缺陷的评定对检验人员要求较高', '应安排具有无损检测资格的检验人员进行评定'])",116-浙江-数字X射线成像技术发现GIS焊缝未熔合缺陷
开关设备,接头,故障,[],"('需停电处理', 'C类修检', ['变电检修人员根据红外判断的缺陷情况', '对发热闸刀刀口及开关接头解体检查', '与红外测温判断的缺陷情况基本一致事实证明红外测温检查技术能够简单、快捷、有效的发现设备过热隐患', '加强红外测温检测', '避免接触面与空气接触导致锈蚀、氧化并尝试使用防止设备连接端子过热型紧固螺栓。在刀闸检修工作过程中', '针对平时运行负荷较大或者当地污染严重的对以上设备检修工艺和质量提出了更高的要求', '保证检修质量', '而且在设备检修过程中对接头的处理将更具针对性'])",117-浙江-红外热像发现云和变闸刀红外测温发热案例
开关设备,nan,故障,[],"('需停电处理', 'B类修检', [])",118-浙江-紫外成像检测发现220kV古荡变#1主变110kV开关异常
开关设备,连杆,连杆故障,['怀疑该台35kV断路器绝缘连杆存在绝缘缺陷'],"('需停电处理', 'B类修检', ['更换后再次进行紫外成像测试'])",119-浙江-紫外成像检测发现220kV永强变强璜3888线35kV开关绝缘缺陷
开关设备,断路器,断路器故障,"['判断该断路器套管底部区域存在局部放电缺陷使用超声波局部放电测试仪进行测试图谱如图1所示a、c、e为正常断路器超声波局部放电图谱', '无相关性b、d、f为该断路器异常图谱', '判断该断路器内部存在悬浮放电缺陷为进一步确定放电部位', '发现断路器线路侧套管下部区域信号幅值最大', '根据断路器内部结构推断该缺陷疑为屏蔽部件连接处或均压环悬浮放电断路器气体分解物检测结果为零', 'SF6气体分解产物成分正常采用断路器内置超高频传感器进行局部放电测试', '检测图谱如图2所示C相异常图谱B相正常图谱图2通过断路器内置超高频传感器检测到的超高频局放三维图谱由图2中a、b可以看出', 'C相断路器内部有明显的放电信号图谱显示第一象限与第三象限放电信号明显', '表示危险等级较高用射频局部放电测试仪扫描断路器周围放电信号', '初步判断该断路器内部存在局部放电采用声电联合局部放电定位测试方法进行测试', '5所示图3高频探头在法兰盘下方位置信号波形图图4波形图对应的探头位置图同时还有一个较弱的局部放电信号在离套管法兰盘之上1.2米的位置达到了第二次同步至此在之前分析基础上进一步确定疑似信号位置从断路器结构图分析可知', '鉴于该750kV断路器在西北联网二通道中的重要性', '决定对该断路器线路侧套管进行更换图6套管内屏蔽筒绝缘支撑件图7支撑件屏蔽环放电绝缘支撑件与内屏蔽筒下沿接触部位', '国网新疆电力公司检修公司750kV某变电站750kV罐式断路器']","('需停电处理', 'A类修检', ['此放电信号是从法兰筒顶部与套管结合部位逸出螺杆在加装不锈钢垫片后', '该螺杆表面采用了磷化处理', '放电部位的黑色粉末为沉头螺杆表面经过磷化处理的物质', '其可能形成二价铁或者三价铁对新投设备应严格按照要求开展带电检测', '根据检测结果判断故障发展趋势并制定相应检修策略'])",12-新疆-超声波和超高频联合检测发现750kV罐式断路器局部放电缺陷
